Gene	ADHD	AD	AF	BP	CD	Celiac	CAD	DrinkWeek	FG	GRT	IBD	Insomnia	Intel	SLE	MDD	MS	PBC	ReactionTime	RA	SCZ	SleepDuration	SWB	T1D	T2D	UC	VNR	Worry	ALT	ALP	TC	Glucose	HbA1c	HDL	LDL	SHBG	TST	TBIL	TP	TG	EOS	LYM	MCH	MONO	PLT	RDW	RBC	WBC	BMD-HT	Balding	BMI	Height	WHR	DBP	SBP	BreastCancer	ECOL	EY	Smoking	AIT	Eczema	ASM	CVD	HTN	HT	RR-ENT	BMR	FEVi/FvC	FVC	NRT	MorningPerson	HAIR	MNR	MNP	NCH
CTSH	0	0.112238005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10189094	0.09699497	0	0	0	0	0	0.09003066	0	0.10298036	0	0	0	0	0	0	0.055333477	0	0	0	0	0.024631925	0	0.048499264	0	0.06019648	0.0830207	0	0	0	0.055543497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTSK	0	0.112142555	0	0	0.06572364	0.051148552	0	0	0.043917272	0	0.107144214	0	0	0.031294968	0	0.11231517	0.113525234	0	0	0	0	0	0.08312405	0	0.15200713	0	0	0	0.0449575	0.064338975	0	0.08183812	0.082690835	0.051343802	0	0	0.04677936	0	0.101692975	0.088578634	0.08569586	0.11418911	0	0.08862111	0.055515625	0.064073846	0.052580018	0	0	0	0	0	0	0	0	0	0	0	0.07416473	0	0	0	0	0.0697957	0	0	0	0	0	0	0	0	0	0
CTSL	0	0.057154864	0	0	0.11798995	0.052348226	0	0	0	0	0.121244416	0	0	0.03027104	0	0.11577721	0.096649475	0	0	0	0	0	0.057187483	0	0.108493075	0	0	0	0.0633045	0	0	0.04129717	0.080252044	0	0.051349066	0	0	0	0.064379364	0.09244036	0.07610286	0.07673572	0.08328489	0.063999	0.057380654	0	0.11661728	0	0	0	0	0	0	0	0	0	0	0	0.06364335	0.060974818	0	0	0	0.04124781	0	0	0	0	0	0	0	0	0	0
CTSS	0	0.09336333	0	0	0.111618206	0	0.05081161	0	0	0	0.13963008	0	0	0.0647517	0	0.1069863	0.09906108	0	0	0	0	0	0.040094346	0	0.13897237	0	0	0	0	0	0	0	0.078988604	0	0	0	0.050315633	0.042426985	0.048395377	0.10834798	0.10114473	0.055348784	0.11145469	0.09518429	0.045897093	0	0.07325011	0	0	0	0	0	0	0	0	0	0	0	0.06028764	0	0	0	0	0.055564452	0	0	0	0	0	0	0	0	0	0
CTSW	0	0	0	0	0.046134416	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02917172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044472627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTSZ	0	0.059730247	0	0	0	0	0.043818463	0	0	0	0	0	0	0.037565067	0	0	0.059842482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03654933	0	0	0	0	0.06524036	0	0.052478112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTU2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027293874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTXN1	0	0	0	0.03416152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045065068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUBN	0.05152479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUEDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06964308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUEDC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058889437	0	0	0	0.03986948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUL3	0.056798056	0	0.115022525	0	0	0	0	0.06763287	0	0.10553615	0	0	0.07205215	0	0.107119605	0	0	0.084319405	0	0.12729189	0.09410452	0.14993979	0	0	0	0.07341982	0.08201219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10162308	0.09171783	0.101454124	0	0	0.09133487	0.09195925	0.08068356	0.10486085	0.13589175	0.12742022	0	0	0	0.051234074	0.07573786	0	0	0.10365008	0.11449653	0.09170407	0.10586409	0.104664765	0	0	0.046643667	0.06974666
CUL4A	0	0	0	0.045204144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUTA	0	0.12775004	0	0	0.052703675	0	0	0	0.078343	0	0.083000995	0	0	0.05616408	0	0.0915667	0.100311	0	0	0	0	0	0	0	0.0873202	0	0	0	0.03751424	0.08413957	0	0.0695813	0.09799909	0.077808574	0.0675137	0	0.055027448	0	0.082393385	0.052471124	0	0.10448856	0	0.14203246	0.09179748	0.10400304	0.040684436	0	0	0	0	0	0	0	0	0	0	0	0.05833468	0	0	0	0	0.047789443	0	0	0	0	0	0	0.042175334	0	0	0
CUTC	0	0	0	0	0	0	0	0.06661213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUX1	0.11754426	0	0.22570412	0.07883005	0	0.05046953	0.050090536	0.12539954	0	0.22022727	0	0.13879144	0.19798583	0	0.22377644	0	0	0.213971	0	0.23278515	0.19884548	0.3239731	0	0.048326522	0	0.17230088	0.18932438	0.053589467	0	0	0.08137905	0	0	0	0	0	0	0.059095718	0	0.05402177	0	0	0.04659953	0	0	0	0	0.20301051	0.20740764	0.24189013	0.04349485	0.1008503	0.20062439	0.19284895	0.1803774	0.2627981	0.24659887	0.2723955	0	0.10636136	0.108889565	0.10823353	0.15940051	0	0.11654507	0.21902817	0.26012373	0.21847539	0.23214492	0.2400617	0.06495474	0.14839832	0	0.16662584
CWC25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02688107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CWF19L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02935859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CWF19L2	0	0	0	0	0	0	0	0	0	0.089663535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09492499	0	0	0	0	0	0	0	0.0635187	0.0796488	0	0	0	0	0	0	0	0	0	0	0.06295307
CX3CL1	0	0	0	0.038117163	0	0	0.08532485	0	0	0	0	0	0	0.03715996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL1	0	0	0	0	0.08651647	0	0	0	0	0	0.10056815	0	0	0.04836857	0	0.050744075	0.06094742	0	0	0	0	0	0	0	0.086125165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057211913	0.049120456	0	0.04407944	0	0.04031864	0	0.14813806	0	0	0	0	0	0	0	0	0	0	0	0.043151706	0.057734612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06620185	0	0	0	0	0	0	0.026218176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053235292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL12	0	0	0	0	0.07502182	0	0	0	0	0	0.09677757	0	0	0	0	0.071256325	0.10135455	0	0	0	0	0	0.06603994	0.037805617	0.10640539	0	0	0	0.12008616	0.08614839	0	0.09195662	0.09800414	0.06432929	0.08458939	0.06614644	0	0.078483246	0.09482389	0.07170065	0.054741643	0.09998621	0.054749664	0	0.07723012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047177274	0	0	0	0	0	0	0.043767486	0.051022008	0.063267924	0	0	0	0.06430796	0.059153095	0	0.078739524	0.08990019	0.033542197	0.045656778	0.0526749	0	0.06149692	0.06331065	0	0	0.06577237	0	0	0.047836915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL16	0	0.06687755	0	0	0.047546998	0	0	0	0	0	0.055525288	0	0	0	0	0.07369786	0.05187202	0	0	0	0	0	0.052419044	0	0.06204097	0	0	0	0.0426911	0	0	0	0.043928307	0	0.03075862	0	0.027819144	0	0	0	0.06378428	0.04849485	0	0	0.041772407	0	0.042227812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL2	0	0	0	0	0.120555855	0.04188285	0	0	0	0	0.12564933	0	0	0.057730068	0	0.09330994	0.09575113	0	0.027893515	0	0	0	0	0	0.09714274	0	0	0	0.029917724	0	0	0	0	0	0.032865487	0	0	0	0	0.07747229	0.06798869	0	0.06432264	0	0.04687636	0	0.17244029	0	0	0	0	0	0	0	0	0	0	0	0.053399976	0.080079265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL3	0	0	0	0	0.06973074	0	0	0	0	0	0.08465594	0	0	0.04933675	0	0.05186261	0.05487661	0	0	0	0	0	0	0	0.079031974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05386899	0.047061108	0	0	0	0	0	0.13724238	0	0	0	0	0	0	0	0	0	0	0	0	0.051016603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL5	0	0	0	0	0	0	0	0	0.048142523	0	0.06931436	0	0	0.037816994	0	0	0	0	0	0	0	0	0	0	0.07913106	0	0	0	0	0	0	0	0.0506842	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07724468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL6	0	0	0	0	0	0	0	0	0.038190622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06577051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL8	0	0	0	0	0.06955968	0	0	0	0.038679875	0	0.08398933	0	0	0.047953267	0	0.045611043	0.05905282	0	0	0	0	0	0	0	0.08733754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05471617	0.04944893	0	0	0	0	0	0.14557394	0	0	0	0	0	0	0	0	0	0	0	0	0.049936406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05907205	0	0	0	0	0	0.04309214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061772294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06742692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCR4	0	0.055030446	0	0	0.07111358	0.057937577	0	0	0	0	0.08265871	0	0	0.053326707	0	0.10430896	0.071758874	0	0.063173674	0	0	0	0.045528095	0	0.063622184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07929563	0.0843792	0	0.09381297	0	0	0	0.051379554	0	0	0	0	0	0	0	0	0	0	0	0.08589366	0.068295576	0	0	0	0.07992085	0	0	0	0	0	0	0	0	0	0
CXXC5	0	0	0	0	0	0	0.036597896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046937417	0	0	0	0	0	0	0	0	0	0	0.086812414	0	0	0	0	0	0	0.0674804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYB5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048354857	0	0	0	0	0	0.041505255	0	0.05801872	0	0	0	0.053557713	0.04041111	0	0.056998465	0.048165977	0.03593563	0.050970767	0.02925037	0.037848886	0	0.053613562	0	0	0.08529244	0	0	0	0.054198418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYB5D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034316685	0	0	0	0	0	0.03531431	0.04043597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYB5R3	0	0.064919904	0	0	0	0	0	0	0	0	0.06058733	0	0	0	0	0	0.08950899	0	0	0	0	0	0.052087996	0	0.06553943	0	0	0	0.061974995	0.04322361	0	0.08158841	0.1003453	0.031548355	0	0	0	0.04021996	0.06560613	0	0.05055768	0.09438256	0	0.0974348	0.07209392	0.052271113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041233458	0	0	0
CYBA	0	0.16704024	0	0	0.10022866	0.049568612	0	0	0.07842731	0	0.12970556	0	0	0.0665569	0	0.16186595	0.14057063	0	0.03545013	0	0	0	0.07104379	0.028941372	0.13558331	0	0	0.05332635	0.08714727	0.097971074	0	0.09767672	0.12265009	0.08724556	0.09476005	0.031869005	0.06936574	0	0.10903016	0.090381704	0.07527012	0.15296552	0	0.14013728	0.10392016	0.12472872	0.06452316	0	0	0	0	0	0	0	0	0	0	0	0.090729415	0	0	0	0	0.08069494	0	0	0	0	0	0	0.05510397	0	0	0
CYBB	0	0.052464116	0	0	0	0	0	0	0	0	0	0	0	0.040097997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07189071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBRD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02731713	0	0	0	0.08334586	0	0	0	0	0	0.042240724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYC1	0	0.045877635	0	0	0	0	0	0	0.046695367	0	0	0	0	0	0	0	0.05093454	0	0	0	0	0	0	0	0	0	0	0	0	0.04717458	0	0.062097605	0.074693	0.04161752	0.0368855	0	0.029549628	0	0.053089052	0	0	0.087214455	0	0.10400927	0.060963865	0.04898924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYCS	0	0	0	0	0.12045761	0.040014036	0	0	0	0	0.12757903	0	0	0.04725826	0	0.093262896	0.09107771	0	0	0	0	0	0	0	0.08838326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06144785	0.051388092	0	0.045859788	0.07178022	0.04924078	0	0.09664356	0	0	0	0	0	0	0	0	0	0	0	0	0.05635965	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYFIP2	0	0	0.09636001	0.05625941	0	0	0.09830027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11239558	0	0	0	0	0	0	0
CYGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044305936	0	0	0	0	0	0.03789589	0	0	0	0	0	0	0.028576313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYLD	0	0	0	0	0.07478399	0	0	0	0	0	0.077359594	0	0	0.034035116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06117938	0	0	0	0	0	0	0	0	0	0	0	0	0.06911165	0.042485047	0	0	0	0.04309151	0	0	0	0	0	0	0	0	0
CYP17A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03430018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02468192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP19A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030463232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP1B1	0	0.052531913	0	0	0.08488561	0.03924247	0	0	0.039891005	0	0.08668896	0	0	0.039926015	0	0.09339622	0.06055525	0	0.026877707	0	0	0	0	0	0.073840246	0	0	0	0.028794494	0.03340855	0	0	0	0.032846376	0.035215013	0	0.037002288	0	0	0.07407833	0.04039413	0	0.063652374	0	0	0	0.084314235	0	0	0	0	0	0	0	0	0	0	0	0.051369824	0.048869196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP26B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023991847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05700555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP27A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05072267	0	0	0	0	0	0.041855983	0	0	0	0	0	0.039952528	0	0	0	0.06701001	0	0	0.07878882	0	0	0	0.036946397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP3A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034945942	0.033656724	0	0	0	0.04589432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4B1	0	0	0	0	0	0	0	0.06233639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060147386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07872099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05500261	0
CYP4F12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040154792	0	0	0	0.037881233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4F22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024907282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP51A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039010298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP7B1	0.07413408	0	0.11382208	0	0	0	0	0.050000064	0	0.17099674	0	0	0.08432031	0	0.17569332	0	0	0.114276685	0	0.11861387	0.10417241	0.2047589	0	0.031918023	0	0.07684908	0.106185496	0	0	0	0.04368491	0	0	0	0	0	0	0.040017568	0	0	0	0	0	0	0	0	0	0.10750747	0.11690512	0.12994505	0	0.06465963	0.10460633	0.10330793	0.094364315	0.12684068	0.15424426	0.1442903	0	0.05569396	0	0.056460407	0.088181205	0.04237929	0.044344	0.13513002	0.13513772	0.1028055	0.13924763	0.13664316	0	0.080733754	0	0.08013901
CYSTM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049844977	0	0	0	0	0	0	0	0	0	0	0	0.031986877	0.04557208	0	0.047185414	0.058930777	0.040516973	0.030176317	0	0.04264731	0	0.044238765	0	0.044049364	0.063155144	0	0.06764437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044324905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052623443	0.046409138	0.06635521	0.07690339	0.04262089	0.04993949	0	0	0	0	0	0	0	0	0
CYTH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06394208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043410826	0
CYTIP	0	0	0	0	0.05163317	0.04326228	0	0	0	0	0.05811484	0	0	0.0499657	0	0.075489625	0	0	0.05027477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05678094	0.06363177	0	0.05253489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07251432	0	0	0	0	0.063964725	0	0	0	0	0	0	0	0	0	0
CYTL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027357798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CZIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075197145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D2HGDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044323392	0	0	0	0.049708664	0	0	0	0	0	0	0	0	0
DAAM1	0.07498082	0	0.11828146	0.04071333	0	0	0.037783343	0.04723725	0	0.12820636	0	0.07386395	0.122016646	0	0.13939252	0	0	0.11307118	0	0.12628677	0.105786376	0.18992823	0	0.03673291	0	0.09929049	0.11133615	0	0	0	0.03635041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11528733	0.11030662	0.14683375	0.027734945	0	0.115482435	0.11365111	0.09353837	0.14433135	0.14413488	0.14251849	0	0	0	0.06601183	0.094333075	0	0.04682679	0.12902378	0.14347808	0.1273866	0.12092084	0.12652263	0	0.07668443	0	0.09369076
DAAM2	0	0	0	0	0	0	0.04921141	0	0	0	0	0	0	0	0	0	0	0.07968394	0	0	0	0	0	0	0	0	0	0	0	0	0.03214267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAB1	0	0	0.09014208	0.05176444	0	0	0	0	0	0	0	0.08203119	0.08226465	0	0	0	0	0.108931966	0	0	0.08925878	0	0	0	0	0.073016204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09197775	0	0	0	0	0	0	0	0	0	0	0	0	0.09157613	0	0	0	0	0.07240623
DAB2	0	0	0	0	0.053531643	0	0	0	0	0	0	0	0	0	0	0.04501923	0	0	0	0	0	0	0.048857927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04347595	0	0	0.048106868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04402012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAB2IP	0	0	0	0	0	0	0.056778837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029806577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DACH1	0.07556712	0	0	0	0	0	0	0	0	0.09188512	0	0.052656315	0.07529726	0	0.10390403	0	0	0.080144696	0	0	0.079817995	0.13966627	0	0	0	0	0.08373914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095070146	0	0.091486216	0	0	0	0	0.06659465	0.105466545	0.10828669	0.12974204	0	0	0	0	0	0	0	0.08696073	0	0	0.10164378	0.10451884	0	0.065133974	0	0.099845804
DACT3	0	0	0.096839726	0.04782059	0	0	0.09732675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04307256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
